NU_ANO_CENSO|CO_IES|NO_IES|SG_IES|CO_MANTENEDORA|NO_MANTENEDORA|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_REGIAO|CO_UF|CO_MUNICIPIO|IN_CAPITAL|QT_TEC_TOTAL|QT_TEC_FUNDAMENTAL_INCOMP_FEM|QT_TEC_FUNDAMENTAL_INCOMP_MASC|QT_TEC_FUNDAMENTAL_COMP_FEM|QT_TEC_FUNDAMENTAL_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_ASSINA_OUTRA_BASE|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|TP_REFERENTE|VL_RECEITA_PROPRIA|VL_RECEITA_TRANSFERENCIA|VL_RECEITA_OUTRA|VL_DESPESA_PESSOAL_DOCENTE|VL_DESPESA_PESSOAL_TECNICO|VL_DESPESA_PESSOAL_ENCARGO|VL_DESPESA_CUSTEIO|VL_DESPESA_INVESTIMENTO|VL_DESPESA_PESQUISA|VL_DESPESA_OUTRA
2019|1422|CENTRO UNIVERSITÁRIO DO NORTE|UNINORTE|656|SOCIEDADE DE DESENVOLVIMENTO CULTURAL DO AMAZONAS S.A. - SODECAM|4|2|1|13|1302603|1|482|1|1|2|6|101|177|89|68|8|6|12|3|5|3|0||1|0|1|1|1|0|445|19128|2|24500870.42|0.00|308563.22|4636219.16|1532536.91|5503425.08|1444567.21|428479.65|0.00|10524117.64
2019|1142|FACULDADE DE DIREITO DE VITÓRIA|FDV|658|SOCIEDADE DE ENSINO SUPERIOR DE VITORIA LTDA|4|3|3|32|3205309|1|68|0|0|2|0|14|7|18|7|8|3|4|1|3|1|1||0|1|0|1|1|1|1|2327|1|22285849.93|0.00|1834841.71|7104439.32|1825552.07|4748151.27|4355307.81|957234.72|221953.26|2300815.07
2019|1125|FACULDADES INTEGRADAS ESPÍRITA|FIES|662|INSTITUTO DE CULTURA ESPIRITA DO PARANA|5|3|4|41|4106902|1|17|2|1|0|2|0|3|4|1|1|1|1|0|1|0|0||0|0|0|1|1|0|30|30|1|2022176|0.00|0.00|945699.30|423360.00|233100.00|273000.00|78000.00|7500.00|47250.00
2019|939|FACULDADE CATÓLICA DE ANÁPOLIS|CATÓLICA DE ANÁPOLIS|664|FUNDACAO SAO MIGUEL ARCANJO|5|3|5|52|5201108|0|15|0|0|0|0|3|3|6|3|0|0|0|0|0|0|0||1|1|1|1|0|1|83|19751|2|2154520.89|0.03|507000.00|696164.59|240242.08|630442.61|0.03|0.03|4200.00|1070450.98
2019|952|UNIVERSIDADE SANTA CECÍLIA|UNISANTA|676|INSTITUTO SUPERIOR DE EDUCACAO SANTA CECILIA|5|1|3|35|3548500|0|607|0|0|51|53|79|103|144|137|20|6|2|6|1|5|1||1|1|0|1|1|1|307|10527|2|131813465.01|0.00|4903804.32|42826302.22|13758793.06|9131231.78|26143230.00|1281104.90|0.00|648370.32
2019|953|UNIVERSIDADE METROPOLITANA DE SANTOS|UNIMES|677|CENTRO DE ESTUDOS UNIFICADOS BANDEIRANTE|5|1|3|35|3548500|0|846|12|13|26|20|99|59|245|242|20|23|31|28|14|14|1||1|1|1|1|0|0|21800|17000|1|115577923.6|0.00|0.00|32607726.00|22097801.83|9973486.00|0.00|1897219.19|0.00|73252853.73
2019|1162|FACULDADE DE ALTA FLORESTA|FAF|683|UNIFLOR-UNIAO DAS FACULDADES DE ALTA FLORESTA|5|3|5|51|5100250|0|6|0|0|0|0|2|2|0|1|0|1|0|0|0|0|0||1|1|1|1|1|1|0|8690|1|474581.35|0.00|0.00|429635.92|522024.65|356760.25|1189896.89|65260.76|66943.34|263364.98
2019|1867|FACULDADE SANTOS DUMONT|FSD|686|FUNDACAO EDUCACIONAL SAO JOSE|5|3|3|31|3160702|0|27|1|0|2|0|5|4|5|1|2|3|0|2|2|0|0||0|0|0|1|0|1|45|0|1|2586017.05|0.00|20661.57|1096746.68|712335.37|178040.89|334776.24|33416.28|0.00|62208.74
2019|3688|FACULDADES INTEGRADAS DO VALE DO IVAÍ||688|INSTITUICAO CULTURAL E EDUCACIONAL DE IVAIPORA|5|3|4|41|4111506|0|20|0|0|0|0|2|0|1|3|9|2|1|1|0|1|1||1|1|1|1|1|1|1191|1191|2|4086296.17|0.00|58430.46|1504846.63|853412.79|944503.76|181717.41|101842.75|0.00|555403.29
2019|989|ESCOLA SUPERIOR EM MEIO AMBIENTE|ESMA|693|FUNDACAO EDUCACIONAL VALE DO SAO FRANCISCO|5|3|3|31|3130309|0|27|2|1|0|0|0|1|4|1|4|3|5|1|3|2|0||0|1|1|1|1|1|99|1038|2|472953.83|2000.00|2756601.00|300903.68|737259.18|247346.60|1603777.04|2000.00|0.00|126930.47
2019|991|FACULDADE SENAI-CETIQT|SENAI-CETIQT|695|SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI|5|3|3|33|3304557|1|128|0|1|1|2|16|9|38|27|14|13|4|3|0|0|0||1|0|0|1|0|1|0|0|2|10383881|0.00|33341386.00|8115246.00|5309118.00|12931756.00|86066.00|2479143.00|18996.00|14784942.00
2019|1444|FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA|FIEL|699|ASSOCIACAO LIMEIRENSE DE EDUCACAO E CULTURA|5|3|3|35|3526902|0|47|3|1|5|0|15|5|10|4|0|2|0|1|1|0|0||0|1|1|1|1|1|0|2500|1|35508817.68|0.00|173492.81|7488679.75|747156.15|3303363.59|945253.91|0.00|0.00|4149382.35
2019|997|Centro Universitário de Bauru||700|INSTITUICAO TOLEDO DE ENSINO|5|2|3|35|3506003|0|77|0|0|2|10|17|3|18|2|4|4|6|6|3|2|1||1|1|1|1|1|1|36|2698|2|29842573.75|0.00|98707.94|7310115.96|5928181.93|5653510.48|1603191.89|373427.49|45941.65|3054474.40
2019|2328|FACULDADE ITEANA DE BOTUCATU|FITB|700|INSTITUICAO TOLEDO DE ENSINO|5|3|3|35|3507506|0|21|0|0|3|2|3|2|4|0|0|1|0|3|1|2|1||1|1|1|1|1|1|36|2698|2|5964571.75|0.00|3970.00|1057059.45|862058.68|813450.23|365615.97|88871.84|14671.63|68843.66
2019|1012|FACULDADE DO SERTÃO DO PAJEÚ|FASP|709|AUTARQUIA EDUCACIONAL DE AFOGADOS DA INGAZEIRA-AEDAI|7|3|2|26|2600104|0|14|0|0|0|3|6|1|2|0|1|1|0|0|0|0|1||0|0|1|1|1|1|5|500|1|2546140|30000.00|115582.34|914853.89|755526.57|364253.92|517597.70|162925.65|25461.38|0.00
2019|1014|INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC|BOM JESUS/IELUSC|711|ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUS/IELUSC|5|3|4|42|4209102|0|58|0|0|0|0|22|11|12|5|6|2|0|0|0|0|0||0|1|1|1|0|1|0|0|2|47740327.49|0.00|8474529.30|11385697.85|8886513.15|6832504.40|5766545.34|1324474.71|0.00|684402.69
2019|5369|FACULDADES INTEGRADAS ASMEC|ASMEC|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|3|3|31|3146008|0|29|2|0|2|5|4|4|5|4|2|1|0|0|0|0|0||0|0|1|1|1|1|633|0|2|3956805.58|0.00|186814.83|1180271.23|537855.06|1372530.44|909478.51|44986.47|0.00|111689.83
2019|1225|CENTRO UNIVERSITÁRIO AMPARENSE|UNIFIA|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|2|3|35|3501905|0|31|0|2|3|3|7|2|1|1|3|5|2|0|1|1|0||0|0|1|1|1|1|5|0|2|6281308.45|0.00|271942.75|1610377.68|826691.57|2224545.66|2372987.83|60087.48|0.00|302680.65
2019|828|FACULDADE DE SÃO LOURENÇO|FASAMA|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|3|3|31|3163706|0|18|0|0|0|0|4|1|5|1|4|3|0|0|0|0|0||0|0|1|1|1|1|8|10|2|10701629.59|0.00|177054.14|2127142.52|801490.42|1981609.28|1287337.91|105689.21|0.00|393336.55
2019|4185|FACULDADE PERUIBE|FPBE|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|3|3|35|3537602|0|9|0|0|0|0|2|0|4|2|1|0|0|0|0|0|0||0|0|1|1|0|0|0|0|2|6000615.31|0.00|117780.44|1019177.30|513545.35|1224134.96|1899447.95|66134.13|0.00|178937.75
2019|1554|CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA|UNIVR|715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|2|3|35|3542602|0|68|0|0|0|4|15|16|12|8|0|7|2|1|1|2|0||0|0|1|0|1|1|218|980|2|20013199.19|0.00|499245.02|2634717.51|2127314.43|4459485.67|5970214.62|427650.96|0.00|938499.53
2019|3823|INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE||715|UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA|4|3|3|31|3152501|0|9|0|0|1|1|2|1|1|2|1|0|0|0|0|0|0||0|0|1|1|1|1|5|0|2|1273184.28|0.00|141777.19|286686.89|151869.99|287767.33|419921.46|0.00|0.00|78424.17
2019|1019|FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU|FACTU|716|ASSOCIACAO DE ENSINO E PESQUISA DE UNAI AEPU|5|3|3|31|3170404|0|54|1|3|2|1|11|2|9|2|6|1|12|4|0|0|0||0|0|1|0|1|0|0|0|1|7579895.62|0.00|186003.38|1779909.85|1249999.94|1472858.93|0.00|136429.84|8447.09|2261504.45
2019|1170|FACULDADE METROPOLITANA DE CAMAÇARI|FAMEC|717|ASSOCIACAO EDUCATIVA E CULTURAL DE CAMACARI|5|3|2|29|2905701|0|58|4|3|0|0|24|15|6|2|2|1|0|0|1|0|1||1|1|1|1|1|1|5195|9104|1|7957209.94|0.00|0.00|3694847.00|968591.00|2000609.00|0.00|0.00|0.00|1293162.00
2019|17116|Faculdade de Ciências de Goiana|FCG|718|ASSOCIACAO DE ENSINO SUPERIOR SANTA TEREZINHA|5|3|2|26|2606200|0|8|0|2|2|0|2|1|1|0|0|0|0|0|0|0|0||1|1|1|1|1|0|150|5000|2|132000|0.00|52400.00|76800.00|27600.00|18650.00|12000.00|26200.00|0.00|11450.00
2019|1021|FACULDADE DE CIÊNCIAS DE TIMBAÚBA|FACET|718|ASSOCIACAO DE ENSINO SUPERIOR SANTA TEREZINHA|5|3|2|26|2615300|0|37|1|6|1|3|8|6|3|2|5|1|0|1|0|0|1||0|0|1|1|0|1|150|10881|1|4241097.9|0.00|9104.89|1233943.45|792157.91|846902.29|223739.71|245171.85|1251.72|757928.12
2019|1143|Faculdade de Ciências de Timbaúba|FACET|718|ASSOCIACAO DE ENSINO SUPERIOR SANTA TEREZINHA|5|3|2|26|2615300|0|37|1|6|1|3|8|6|3|2|5|1|0|1|0|0|1||0|0|1|1|0|1|150|10881|1|4241097.9|0.00|9104.89|1233943.45|792157.91|846902.29|223739.71|245171.85|1251.72|757928.12
2019|1028|UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL|UEMS|729|SECRETARIA DE ESTADO DE EDUCACAO DE MATO GROSSO DO SUL|2|1|5|50|5003702|0|351|0|0|1|1|8|23|23|24|120|61|54|24|9|3|0||0|0|0|1|1|0|0|0|2|189578231.34|1392027.02|0.00|115546184.05|26903791.43|31992568.19|11254884.78|1652270.82|3620559.09|0.00
2019|1049|INSTITUTO DE ENSINO SUPERIOR FUCAPI|CESF|732|FUCAPI FUND CENTRO DE ANALISE PESQ E INOV TECNOLOGICA|5|3|1|13|1302603|1|36|0|0|0|0|16|8|8|2|2|0|0|0|0|0|0||0|0|1|1|0|0|375|0|2|9969977.24|0.00|895199.56|2868150.83|2609241.79|1875034.43|8263890.79|0.00|0.00|1256662.58
2019|1051|FACULDADE DA SEUNE|SEUNE|734|SEUNE - SOC DE ENSINO UNIVERSITARIO DO NORDESTE LTDA|4|3|2|27|2704302|1|90|4|3|21|10|21|10|9|3|9|0|0|0|0|0|0||1|0|0|1|0|1|114|1413|2|5744144.3|0.00|0.00|3463239.60|714111.80|1524904.50|827227.17|0.00|0.00|547433.56
2019|3754|FACULDADES INTEGRADAS ADVENTISTAS DE MINAS GERAIS|FADMINAS|735|INSTITUICAO ADV DE EDUC E ASSIST SOCIAL ESTE BRASILEIRA|5|3|3|31|3138203|0|20|0|0|0|0|0|3|10|2|1|1|1|2|0|0|0||1|1|1|1|0|1|215|9500|2|4551811.24|0.00|246185.51|1784196.50|432182.16|676845.07|740220.00|523448.84|0.00|14224.36
2019|1123|INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR|IESUS|736|ASSOCIACAO EDUCACIONAL UNYAHNA S/C|4|3|2|29|2927408|1|9|0|0|0|1|1|1|1|1|4|0|0|0|0|0|1||1|0|1|1|1|1|11|78|2|2322688|0.00|0.00|1193751.00|283545.00|301449.00|323943.00|115000.00|65000.00|38000.00
2019|1055|Centro Universitário Maurício de Nassau de Salvador|Uninassau Salvador|737|ABES - SOCIEDADE BAIANA DE ENSINO SUPERIOR LTDA|5|2|2|29|2927408|1|85|0|0|1|5|20|24|16|5|6|0|4|2|2|0|0||1|1|1|1|0|0|14430|8000|2|27945858.98|0.00|231932.75|7746912.55|1828940.41|6280165.14|2346180.76|346491.07|0.00|13473728.34
2019|1060|CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB|IESB|740|CESB - CENTRO DE EDUCACAO SUPERIOR DE BRASILIA LTDA|4|2|5|53|5300108|1|451|11|15|4|13|88|94|83|93|22|21|2|1|1|3|0||1|0|0|1|1|0|20000|9000|1|238378341.48|0.00|6055732.62|36091620.17|18688399.97|29697557.17|30839709.16|24459784.00|0.00|2996339.09
2019|1428|INSTITUTO DE ENSINO SUPERIOR PLANALTO|IESPLAN|741|CENTRO DE ESTUDOS SUPERIORES PLANALTO LTDA - ME|4|3|5|53|5300108|1|32|2|2|0|4|6|7|5|4|1|1|0|0|0|0|1||1|1|0|1|0|1|66|1137|1|2527332.3|0.00|32153.24|1185809.65|608019.87|490909.33|91030.66|48596.95|7500.00|91012.44
2019|1067|FACULDADE DE JUSSARA|FAJ|744|CENTRO DE CIENCIAS DE JUSSARA LTDA - EPP|4|3|5|52|5212204|0|28|0|2|4|2|1|1|6|4|2|4|1|1|0|0|0||0|0|1|1|0|1|7|1500|1|3294745.34|0.00|0.00|909025.53|795189.03|587507.30|0.00|87726.08|0.00|789640.58
2019|1068|FACULDADE ALDETE MARIA ALVES|FAMA|745|INSTITUICAO ITURAMENSE DE ENSINO SUPERIOR|5|3|3|31|3134400|0|32|0|0|0|0|3|2|4|3|13|2|2|0|2|1|1||0|1|1|1|1|1|735|4000|1|3494042.56|0.00|8216084.26|1469667.82|721016.30|919677.40|1055566.15|409639.86|95831.00|5742149.39
2019|1071|INSTITUTO DE ENSINO SUPERIOR DA FUNLEC|IESF|747|FUNDACAO LOWTONS DE EDUCACAO E CULTURA - FUNLEC|5|3|5|50|5002704|1|5|2|0|0|0|1|0|0|0|1|0|1|0|0|0|0||0|0|0|0|1|0|0|0|1|822446.83|0.00|15600.88|840039.91|263253.26|333084.21|35825.93|9051.35|10017.09|9503.57
2019|3805|FACULDADE DE TECNOLOGIA DA PARAÍBA|FATECPB|750|SOCIEDADE DE ENSINO SUPERIOR DA PARAIBA SOCIEDADE SIMPLES LTDA|4|3|2|25|2503209|0|140|0|2|3|2|12|11|12|10|13|15|24|18|10|8|0||1|1|1|1|1|1|22931|10894|1|30760820.64|0.00|245377.00|11995828.00|3186782.00|5228304.00|5750975.50|4230514.00|0.00|516930.00
2019|1075|CENTRO UNIVERSITÁRIO - UNIESP|UNIESP|750|SOCIEDADE DE ENSINO SUPERIOR DA PARAIBA SOCIEDADE SIMPLES LTDA|4|2|2|25|2503209|0|364|0|0|2|6|35|33|32|22|30|41|66|57|26|14|0||1|1|1|1|1|1|22931|10894|1|30760820.64|0.00|245377.00|11995828.00|3186782.00|5228304.00|5750975.50|4230514.00|0.00|516930.00
2019|1076|FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS|FAFIC|751|FUNDACAO DE ENSINO SUPERIOR DE CAJAZEIRAS|5|3|2|25|2503704|0|43|2|3|3|3|3|6|12|5|6|0|0|0|0|0|0||0|0|0|1|1|0|110|7000|2|7893906.29|0.00|87213.31|3676042.60|837000.40|1558989.85|851736.93|345249.19|45040.46|87993.71
2019|1079|FACULDADE MARINGÁ|CESPAR|754|CENTRO DE ENSINO SUPERIOR DO PARANA - CESPAR|5|3|4|41|4115200|0|40|0|0|0|0|7|3|8|7|7|5|1|2|0|0|1||0|1|1|1|1|1|10|2703|2|6570406.74|0.00|166.53|1294241.97|1161332.12|869420.08|1941140.12|45348.17|114860.35|599938.66
2019|1085|FACULDADE METODISTA CENTENÁRIO|FMC|755|INSTITUTO METODISTA CENTENARIO|5|3|4|43|4316907|0|12|0|0|0|0|1|1|8|1|0|0|0|1|0|0|0||1|1|0|1|0|1|47|8537|1|8684027.42|0.00|1294387.77|3092723.49|2141260.87|1438312.91|114635.47|27494.83|0.00|2542730.76
2019|19172|Faculdades Integradas Aparício Carvalho Vilhena|FIMCAVILHENA|757|SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA|4|3|1|11|1100304|0|14|1|0|1|1|3|3|2|0|2|1|0|0|0|0|0||1|1|1|1|0|1|140|16060|1|4964592.88|0.00|0.00|759615.70|355866.27|542473.23|1046686.85|227766.12|0.00|0.00
2019|1087|CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO||757|SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA|5|2|1|11|1100205|1|290|11|18|28|19|90|66|27|17|10|2|1|1|0|0|0||1|1|1|1|0|1|884|16060|1|64948681.33|0.00|1238852.66|14954199.96|8782625.37|13516920.74|16519932.58|5763452.56|0.00|420000.00
2019|1090|FACULDADE SÃO LUÍS DE FRANÇA|FSLF|759|SOCIEDADE EDUCACIONAL E CULTURAL SERGIPE DEL REY LTDA|4|3|2|28|2800308|1|30|1|0|0|0|5|9|6|2|5|2|0|0|0|0|1||1|1|1|1|1|1|27460|10225|2|7101176|0.00|154715.00|773461.00|870259.00|1116755.00|6528671.00|928058.00|0.00|0.00
2019|1092|FACULDADES INTEGRADAS DE BAURU|FIB|760|ASSOCIACAO RANIERI DE EDUCACAO E CULTURA LTDA|4|3|3|35|3506003|0|63|0|0|5|6|13|8|18|8|2|0|1|1|1|0|0||1|0|0|1|1|0|287|8000|1|20441895.94|0.00|1640606.42|8144551.14|1510162.82|3562508.19|3634760.46|0.00|0.00|131367.20
2019|1174|FACULDADE DE SABARÁ|SOECS|762|SOCIEDADE EDUCACIONAL E CULTURAL DE SABARA|5|3|3|31|3156700|0|29|1|0|2|6|1|0|7|4|5|1|1|1|0|0|0||1|1|1|1|1|1|7|7000|1|4321167.77|0.01|66315.61|1223858.85|681627.03|1054236.43|434943.30|837341.81|103850.23|0.01
2019|3692|FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS|FATEC CAMPINAS|766|INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP|5|3|3|35|3509502|0|72|1|3|1|5|5|18|15|12|5|3|2|1|1|0|1||1|1|1|1|1|1|35|6000|2|337915.52|0.00|0.00|83980.20|42285.20|57446.52|78693.15|0.00|13569.09|20586.69
2019|1385|FACULDADES INTEGRADAS IPEP|FIPEP|766|INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP|5|3|3|35|3550308|1|72|1|3|1|5|5|18|15|12|5|3|2|1|1|0|1||1|1|1|1|1|1|35|6000|2|788469.56|0.00|0.00|195953.80|98665.46|134041.88|183617.35|0.00|31661.21|48035.61
2019|15508|Centro de Ensino Unificado do Piauí|CEUPI|770|INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA|5|3|2|22|2211001|1|25|0|0|1|0|8|7|5|4|0|0|0|0|0|0|0||1|0|0|1|0|0|7503|2696|1|180504753.73|0.00|65805435.42|44466253.10|15701434.90|36471576.00|54763188.00|5175588.00|402810.00|68449701.46
2019|22131|CENTRO DE ENSINO SUPERIOR DO TOCANTINS||770|INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA|5|3|1|17|1721000|1|6|0|0|1|0|1|2|1|1|0|0|0|0|0|0|0||1|0|0|1|0|0|7723|255|1|180504753.73|0.00|65805435.42|44466253.10|15701434.90|36471576.00|54763188.00|5175588.00|402810.00|68449701.46
2019|4450|CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA|UNIFAMAZ|770|INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA|5|2|1|15|1501402|1|271|0|1|7|4|57|60|31|21|53|28|5|3|0|1|0||1|0|0|1|0|0|7504|26796|1|180504753.73|0.00|65805435.42|44466253.10|15701434.90|36471576.00|54763188.00|5175588.00|402810.00|68449701.46
2019|21892|CENTRO DE ENSINO SUPERIOR DE PALMAS|CESUP|770|INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA|5|3|1|17|1721000|1|6|0|0|1|0|1|2|1|1|0|0|0|0|0|0|0||1|0|0|1|0|0|7723|255|1|180504753.73|0.00|65805435.42|44466253.10|15701434.90|36471576.00|54763188.00|5175588.00|402810.00|68449701.46
2019|1113|CENTRO UNIVERSITÁRIO EURO-AMERICANO|UNIEURO|770|INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA|5|2|5|53|5300108|1|348|0|1|9|11|86|113|63|31|22|8|3|1|0|0|0||1|0|0|1|0|1|7503|26796|1|180504753.73|0.00|65805435.42|44466253.10|15701434.90|36471576.00|54763188.00|5175588.00|402810.00|68449701.46
2019|1115|FACULDADE SANTA TEREZINHA|CEST|772|ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE S LUIZ|5|3|2|21|2111300|1|147|0|9|3|4|36|49|33|6|5|2|0|0|0|0|0||1|1|1|1|1|1|195|8000|2|21765656.05|0.00|7544545.63|7978539.55|3595047.09|7835357.70|3645601.18|0.00|0.00|4756108.08
2019|738|CENTRO UNIVERSITÁRIO TERESA D'ÁVILA|FATEA|778|INSTITUTO SANTA TERESA|5|2|3|35|3527207|0|165|0|1|1|0|13|12|15|12|21|9|27|33|10|11|0||0|0|0|1|1|1|0|477|1|18022648.22|0.00|3272878.85|5971998.86|2910018.51|896900.23|0.00|0.00|85719.15|11430890.32
2019|545|FACULDADE DE DESENVOLVIMENTO DAS CIÊNCIAS E HUMANIDADES|FADECH|779|FUNDACAO COMUNITARIA DE ENSINO SUPERIOR DE ITABIRA|5|3|3|31|3131703|0|89|0|0|3|3|16|11|14|9|17|7|5|3|0|1|0||0|0|1|1|1|1|0|2400|2|18414834.13|0.00|777162.38|4190944.37|2934701.09|3523569.77|8689534.54|0.00|0.00|1868492.88
2019|4938|FACULDADE CLARETIANA DE TEOLOGIA||780|ACAO EDUCACIONAL CLARETIANA|5|3|4|41|4106902|1|20|2|0|2|0|5|1|0|3|3|2|0|0|0|2|1||1|0|1|1|0|1|2867|24261|2|613519.98|0.00|31897.87|398908.63|489558.57|340461.02|5190.00|6455.13|0.00|1331366.15
2019|135|CENTRO UNIVERSITÁRIO CLARETIANO|CEUCLAR|780|ACAO EDUCACIONAL CLARETIANA|5|2|3|35|3505906|0|469|0|0|3|2|75|23|161|80|59|28|6|20|9|3|0||1|0|1|1|0|1|2867|24261|2|117755143.34|2120082.91|7091650.84|18911373.61|22663374.81|19018438.13|537807.35|709473.05|0.00|60024097.62
2019|1854|CLARETIANO - CENTRO UNIVERSITÁRIO||780|ACAO EDUCACIONAL CLARETIANA|5|2|3|35|3543907|0|155|5|7|17|10|21|21|31|17|8|9|0|5|2|2|0||1|0|1|1|0|1|2867|24261|2|39490395.18|0.00|347059.21|6000006.31|5416239.70|5097040.90|5721484.60|294356.91|28000.00|4854429.09
2019|1131|CENTRO UNIVERSITÁRIO SANTO AGOSTINHO|UNIFSA|781|ASSOCIACAO TERESINENSE DE ENSINO S/C LTDA|4|2|2|22|2211001|1|168|2|6|8|8|37|35|23|12|27|8|1|0|0|1|0||1|1|0|1|1|1|146|2327|2|49420370.76|0.00|1636002.88|16862415.67|5037407.92|10013870.16|3930280.89|12477357.68|1954538.45|780502.87
2019|1136|FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU|FACIG|783|ASSOCIACAO IGARASSUENSE DE EDUCACAO E CULTURA|5|3|2|26|2606804|0|15|0|0|0|0|1|0|11|3|0|0|0|0|0|0|0||1|1|1|1|1|0|340|0|1|4343221.76|0.00|0.00|1787500.00|678000.00|1087086.00|550000.00|150000.00|35000.00|55635.76
2019|1360|iCEV - Instituto de Ensino Superior||784|GRUPO EDUCACIONAL SUPERIOR CEV LTDA|4|3|2|22|2211001|1|41|0|0|0|1|4|6|21|7|1|1|0|0|0|0|0||0|0|1|1|1|1|29|8000|1|3764765.26|0.00|0.00|1270787.27|539032.91|1233174.70|210743.95|0.00|0.00|0.00
2019|1141|CENTRO UNIVERSITÁRIO GAMA E SOUZA||787|ASSOCIACAO DE CULTURA E EDUCACAO SANTA TERESA|5|2|3|33|3304557|1|90|1|0|0|3|10|10|19|2|6|7|9|11|7|5|0||1|1|1|1|1|0|20|7509|1|12251985.28|0.00|397925.45|4286090.14|1275443.69|1675257.79|27593.36|269586.93|70117.59|2296384.32
2019|1144|FACULDADE DE CIÊNCIAS HUMANAS|IMENSU|788|INSTITUTO MAIRIPORA DE ENSINO SUPERIOR|5|3|3|35|3528502|0|4|0|0|0|0|2|0|0|0|0|0|1|1|0|0|0||0|0|1|1|0|0|10|25|2|309509.94|0.00|0.00|101220.01|1627.00|28020.09|62214.09|0.00|0.00|1543.18
2019|1379|FACULDADES INTEGRADAS SÃO PEDRO|FAESA|789|ASSOCIACAO EDUCACIONAL DE VITORIA|5|3|3|32|3205309|1|57|0|0|0|0|10|15|16|5|7|1|2|1|0|0|0||1|1|1|1|0|1|575|14000|1|50962367|0.00|3810232.00|11754533.00|2400839.00|9271781.00|17681632.00|313943.00|200000.00|3056154.00
2019|1151|FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE|FANESE|790|ASSOCIACAO DE ENSINO E PESQUISA GRACCHO CARDOSO S/C LTDA - ME|4|3|2|28|2800308|1|80|2|2|2|1|27|17|7|5|4|6|5|2|0|0|1||1|1|1|1|1|1|130|4000|1|9930881.07|0.00|0.00|9930881.07|1502098.00|9146383.26|446889.65|0.00|496544.05|297926.43
